id,pred_content_id,true_content_id
t_0063126c08a8,c_3882c4b4a47a c_ffe553d01e6e c_19034ef82c23 c_4539ad7d5283 c_a7f6667b7941 c_3985654fb1e5 c_c584ffc0bde5 c_02c29ba0169f c_03e1fa7bfadd c_dcfd9f3dc059,c_08f6b0bec56d c_139865bfb712 c_19034ef82c23 c_32b5f53bcc94 c_667f221f7a6f c_6f9b293c5864 c_7ad3e771cc09 c_866568c04f36 c_89a9067776e0 c_a8b2b1a17b85 c_a9066ec16fe5 c_ad5b73e83d15 c_ae98206b7454 c_b79cffdbed3f c_d060913cfd47 c_d0627169a884 c_dcdfdb7ce23f c_dfe0eb0996c0 c_e05cdff52842 c_e779a8b9ed08 c_ead4613a5378 c_ef911f8a52b3 c_f4ad007fcea2 c_febee17022fa c_ffe553d01e6e
t_006447405435,c_8ec54727a0eb c_7494fb9d3c66 c_043057a204f3 c_f8b9d9dd6c58 c_1b5a33e921f8 c_f35380292fad c_8c6e9c1866c9 c_e5c797d9c8d5 c_dc47f0c5030b c_9adcf8507ba7,c_31f8cb2934f3 c_6fbdf56cac47 c_d657ada0679f
t_00652ed15b57,c_0a92a340ed7f c_2859bb8127ef c_b97c466d6d64 c_098e73afa2f5 c_7dcbf032a012 c_df29a6dc10eb c_c82c712bb4fe c_2c3bc42a3653 c_cb61abbe16a1 c_e3b397fdb9ed,c_5586fbf70932 c_80569234e28f c_8f261622d645
t_006550527831,c_16c8882e371b c_696e4e103f60 c_c21213620b35 c_fc2f00d2f978 c_0df0dd942be0 c_ed0a97cb2c0f c_5d3b3fa9f5cd c_05a5aed8ccec c_e6d67215fefe c_8d60d01ab39d,c_fc2f00d2f978
t_0065df081747,c_17599d6ae007 c_3e6e4982dadb c_b741ee3c15c6 c_79b6ee4685fc c_08e018a5ef95 c_13fc2cec0ead c_dbc3b5a6255c c_d88a7a159c02 c_66010a2cb9f3 c_1a936b963fb7,c_0f4070182934 c_366af38f2538 c_4b5873fe86e2 c_66010a2cb9f3 c_89a0601baa26
t_006659422dd8,c_52663d14591a c_e33232c2ef89 c_a3059dca4699 c_e92cfbc18530 c_34551e02cf72 c_7aa4bad25663 c_8e3f9ef0da22 c_92c7087d4e8c c_9956670c2714 c_2ffca0c27028,c_52663d14591a c_8e3f9ef0da22
t_0066ce6cc9fe,c_e796680f8368 c_5a3c3fe31842 c_a70b9e484007 c_201fc08b3ffa c_574bc1cdf52b c_9d64b0050132 c_bc6e16226275 c_3237d970c37a c_d7715bbe13da c_1653404e75b0,c_5a3c3fe31842
t_00679db553c5,c_b622fbfd901e c_472c18a833a4 c_47ab0391752b c_9a4b18c9d358 c_b6c08cdb8e1d c_b618a1fce77c c_675bc0c5b730 c_50fa5adaf2ac c_8845afd1aa68 c_a9e8ba298511,c_7fa5b80d4c95 c_8a4f2f8af48a c_9b4583b17df4 c_b618a1fce77c c_b6c08cdb8e1d c_e0c67fa1a95f
t_0067a1a6260a,c_88824c40cc88 c_a6d421c4b978 c_ea23a1d8e4d5 c_641e3347fa7a c_66826218468f c_9c3b98336801 c_8a0e096aa2e0 c_e57aabcd1933 c_7717b40cbda6 c_07f532bb70d6,c_25f5ae2a130c c_3d161a7e67b7 c_8a0e096aa2e0 c_cbd44d458b84 c_d975a404e6b1
t_0068535bb628,c_1b3e3d163778 c_4c920f60472b c_63f65fd7a509 c_f6bc11ebe158 c_bd0d74ff6e29 c_9d47ea3f8707 c_9704a4604339 c_538dbf499196 c_9577a7bc1c82 c_c83d281cfc18,c_31349c87e502
t_006950ea6eb3,c_d81dd2219619 c_8b3d245fff57 c_5d17162de759 c_33069323f0e8 c_249fa5a0920f c_b89420460f4e c_bc2fb03e48b9 c_fa1fdc81c6c3 c_1fd779e3c0c5 c_ba5efccae96a,c_33069323f0e8 c_8b3d245fff57 c_b89420460f4e c_bc2fb03e48b9
t_00697daa2b18,c_9201e45d5e7a c_b091d73c76c2 c_45bbedec4ced c_cdb42275e73c c_a068825a7aae c_f8ad6969feea c_ef67f4045251 c_122612e87a75 c_f5d3e2ed6016 c_8eb5c4c9812a,c_122612e87a75 c_6c8c4c722c59 c_7c44bf6d928b c_d2fcf68cfdfe c_d86fbeedcf32 c_f8ad6969feea
t_006acec0347a,c_d6e8aae10872 c_e54f292c657d c_64bdb7a9ba2a c_a6823f1a3007 c_8906749f04b5 c_e76f2762cf12 c_bc1423a76dca c_6f62d947c0bd c_3524ec27a6e8 c_44e6bc8645b1,c_50de20e5957f c_5e87263db679 c_6f62d947c0bd c_bc1423a76dca c_d6e8aae10872 c_e76f2762cf12
t_006b0c40d410,c_255a48664b86 c_2b5f4b9cf465 c_2cbd09124271 c_3477b2d5c3ad c_40c8f9ac1cd5 c_43c238421efc c_89dcf9370e00 c_a4a53ca1de38 c_bf635b2fcc49 c_d61456534a8d,c_b838bbd06cbd
t_006c08bbf736,c_e99c792299ec c_e3d331ac7e70 c_cb40549b0008 c_b263cb70ba6b c_158a8ce2e58c c_4d98f6ee5f86 c_5dfa6e16b8c4 c_e85faccc575f c_ac3576747fe8 c_84f811d09139,c_6790d1daf729 c_e99c792299ec
t_006c65a14e6c,c_8739bd941a98 c_7150fa7813e4 c_467052dd7230 c_6fb1a9e19a96 c_63e5113f8ac4 c_1e53da6d6629 c_bee6e99eabe5 c_f8f4bfc1effe c_96923ef7ffdf c_d642ce0c1a5c,c_7150fa7813e4
t_006f59786f9b,c_d59e0f06425a c_242ddc729eec c_b4fa764f5218 c_a0b3154eb3fd c_31fbfa64faa8 c_061d9f90bb06 c_e031c08c2575 c_ea312de91d4f c_e72cbf36b600 c_1b3004254ff0,c_2d8435975c7c
t_00703e555d28,c_a993535d6e0f c_1c3784c88d15 c_257876569cd0 c_61de727128df c_164bb2522efc c_8066e176e750 c_1487f45fe8a9 c_b90fbbfdd723 c_9830c4e3d220 c_e398216cd62f,c_3fe13ff4b47f c_8d897997b1b7 c_a223a6d099e0 c_a993535d6e0f c_d3a26feb2fc0 c_e2f01ca4a3e9 c_ea0f7dfeba98
t_00764f7c9394,c_f3c98797b7b8 c_e9f780a219e5 c_0c298c9fb121 c_06800c488305 c_c5a4294e4837 c_1d93f4a9aa15 c_a46ed74a4d87 c_889bfcef9770 c_1fb1df60d398 c_958579e1e48d,c_0c298c9fb121 c_1d93f4a9aa15 c_24839b8434d7 c_3c5986828203 c_71c4c87cf26b c_77b23cca0c78 c_919f053ab556 c_9a2136ba8dbd c_b661602711de c_bc1bd249bdd2 c_e9f780a219e5 c_ea356c85971f
t_007973177106,c_4fb17d71ae87 c_39f2c90bdde7 c_f9f1dacbdc0e c_40296fda3035 c_e2bfed90d2cf c_56db74a40e2b c_d1a3481c3ce3 c_b3224dad4acb c_9d877f0649a3 c_53422ec14344,c_4fb17d71ae87 c_d1a3481c3ce3 c_e2bfed90d2cf c_f3963f421d9a
t_0079b3319fb5,c_e0eb8e9034a5 c_1f21c7457f3a c_a5b2ddc869c6 c_0ef6adefdc9b c_a78567c00647 c_5ebd5e80870a c_cc6243182253 c_9fa087191273 c_983c9ae82f82 c_c235b896372e,c_3c105d8e600c c_7dd250694a6f c_7e44fda51c46 c_a697d7e4a005
t_007a41ee336d,c_1ae8805d8fe1 c_6397430fac18 c_6d33797ede6a c_006869f5cd1e c_a3615358b092 c_3fd2a405e33a c_05b767e5a6eb c_9e663f4d3e7c c_02aabf3e3afa c_301caf802789,c_1ae8805d8fe1
t_007aa92eb249,c_8bf32529cee5 c_f071f6d8ef27 c_909c6c1112b8 c_f236633aeb71 c_b82a37b2ca6f c_7c83ae0da857 c_75147c74bcbd c_fa29c7874d99 c_9b2e7ca497a5 c_9b37efaf752d,c_147047a70d2b c_7c83ae0da857 c_8bf32529cee5 c_909c6c1112b8 c_f071f6d8ef27
t_007dc9b9459f,c_6c890994c2df c_ad74b37740c7 c_cee543539f71 c_1e6e3829371b c_23b729967ac9 c_5ae95616ee76 c_baf59e3d3006 c_a04e3f00eae8 c_6faef2a6c40f c_7398e6951698,c_8faf20ea4260
t_007e3770673d,c_435b019a49c8 c_25259e6ec471 c_336f6ba6acb7 c_f04c3e826679 c_9671367bdf8a c_96dad9a5dffb c_9b00fc4ed8e1 c_2b4dada9d601 c_9515092bbda7 c_f24682cd54ac,c_435b019a49c8 c_52bfe2ae595f c_a2d7f3bf94ad c_e6e664a85465
t_007e54e21339,c_3607a599944e c_6c560804a8d4 c_d1cf050c98b8 c_0f1c5f37eb6c c_f97c8569f507 c_92def64295e3 c_f97c7ca00044 c_93d0c4c67998 c_80fe928d3455 c_a65f63db6629,c_0f1c5f37eb6c c_374cb2e594c3 c_60042e6b009c c_6c560804a8d4 c_80fe928d3455 c_93d0c4c67998 c_a65f63db6629 c_d12420bb6894 c_f97c7ca00044
t_007fb58bdafd,c_2e50d234a4d4 c_a10f16b4d87a c_f5eb3b04e10f c_510d440f9673 c_30a9aabca998 c_55250979bc6d c_98dd10b07165 c_9f3d6d8e4f1b c_ef9a28cf2ffa c_4f5925b37bdf,c_04e6b34426c6 c_4f5925b37bdf
t_0080677f0953,c_ec536ee648b2 c_e35de981a7c4 c_747674be56ab c_0f0651c09ea8 c_27a6c14812cb c_faa1dad823b1 c_038cbde5fd9d c_4c014b3ef3db c_8cf18bd1aa49 c_f3b8a9515bcd,c_a4c7e2cba43b c_ec536ee648b2
t_0082e5596fb3,c_f9083c2bfa53 c_066b3586a598 c_bad91b316cd7 c_c09964943f46 c_5796d102517a c_5bf7784a705f c_1690149b3baa c_dcf803734de9 c_8e6f1c65100d c_4d28e5b7109e,c_10df40c3e64b c_c09964943f46 c_ed09deaa9e5e c_f9083c2bfa53
t_00864a19490b,c_dc013b36d87b c_bab41543cf3e c_01ac996e627e c_bfcd2017a48d c_361a9cf20df8 c_ce3c1393c720 c_5532804c87ee c_3cbe21cc1ac7 c_95874f4a7f83 c_97c893b649c2,c_3caac03e98af c_983c43c52071 c_e56df00e239e
t_00888c7ce46e,c_0d3b83790829 c_1b46b379320f c_29c23a815737 c_2cc45b90a3c1 c_2ecbffac399e c_6506577f5aa6 c_73fddc3d16f0 c_79ca7bf25917 c_82cc35a2c540 c_9b9be0cf1f25,c_094372ab01ba
t_0089d5a33a39,c_7453c75c0ad7 c_66ed7652fbeb c_f683030012e5 c_ea6f14551c92 c_ba99bdb22f36 c_5d9bcbaccbef c_0af54e94d26b c_bb92e912830b c_5a1c1aaef7d3 c_9532f31667a9,c_5d9bcbaccbef c_66ed7652fbeb
t_008ac9479a0c,c_1d4b7a9a6152 c_e4e87f980567 c_a447ba2d1637 c_849c57e34fe3 c_1cba487498df c_ef27ec34c9eb c_ed74ba2b17be c_3aac06d1966b c_368e731653f3 c_c734d3e7c821,c_e4e87f980567
t_008ae6ade193,c_a535b3f37639 c_ea098c39af8b c_f6046defca21 c_61d16c944396 c_f43aea53a628 c_4d7935de318c c_62020dc11093 c_446b83824238 c_58d1410d6c35 c_6fd3ae000e97,c_31d43f1390a2 c_3c083f1f3565 c_544637ac9c92 c_681e32474a5b c_939144b13e41 c_c7fabd19036d
t_008b295160f1,c_b0217c5c2966 c_0efd26c85fa8 c_9c4e47d7c8c8 c_9b27a93c0afe c_0753c8bc3d8b c_1b68ad9aec99 c_2624c1c459f8 c_b5dff496c5ed c_9ee8937c710f c_77edb6b1efc2,c_0753c8bc3d8b c_2624c1c459f8 c_299775a801b5 c_9b27a93c0afe c_b0217c5c2966
t_008c30b2f772,c_9c4980707035 c_59a612b5e473 c_b62028b1fac5 c_3bea106298bc c_3526dabe207f c_82abbe994134 c_27d46eac38aa c_2b1271a7dc21 c_a140d179cbab c_df1ab7cafc79,c_2ab476f6085e c_3c5b9a4a7b34 c_5ebc4499e2ad c_64231e20dc28 c_ea4664143e14
t_00910415ee1a,c_d43f99ed5df9 c_58408964cdde c_3a7d1949d4f5 c_4d4bcde61cb5 c_aec095bd42f4 c_809b5de539b6 c_8d72c6c7f8df c_c116ae1d3877 c_3585516b1398 c_cd5bf083c402,c_5819e3ac0a8f c_58408964cdde c_676d76607b85 c_b4429618cba1 c_b75e4d5c3b6e c_fd8b16ec64ed
t_00911e05daab,c_6a9bf99d9b88 c_968a68eacdaa c_64e1dfc9b443 c_bdbcff356d19 c_c4539dfe4e08 c_c3438a5d7e66 c_b5f0cca873cc c_0df78a961337 c_9c4cf4e9f934 c_aa837ae20de7,c_627857890431 c_81274dad3815 c_c8296a8ddef7
t_0091a2f0173b,c_cb231e29efb6 c_e53a1f9728fe c_3bca2c317a40 c_3470fd1958b0 c_bc8956186dde c_e4685634d166 c_87ad67b205d0 c_86eae6355733 c_572923ccc03e c_623bd37e7f9f,c_412ebbb69ad3 c_a185de578769
t_00929defcbde,c_9cbc31d9a818 c_8c32f928ea88 c_997baa92b58c c_dfde084bf0f5 c_7c95473f0dbb c_f070c2fa819c c_e3fb0fb30c2b c_f7f032217660 c_58ba74e3c155 c_9c8925b02d9b,c_7c95473f0dbb c_944a2b089a78 c_997baa92b58c c_caeb6f7ee293
t_0095a517047d,c_5a99c6bbd77a c_cd7f0e7fc397 c_94dce1fc80a6 c_935d154870dc c_968acfdd5e55 c_b5bde31f3872 c_bc719920098b c_5f417b581750 c_3e78316514dd c_f51329d11a3e,c_cd7f0e7fc397
t_0095e35d27df,c_6235aa303c6d c_8e455f6aaeac c_70261ff87816 c_0206b86a15b4 c_742ad2b62506 c_8d0dc3879d9a c_aa0619ef9114 c_b56f8f965c8a c_de2ae23348ca c_9f340163c487,c_02fbf650e371 c_2d89164aa010 c_45a8a54a10c9 c_70261ff87816 c_8697fd3d08bf c_efd42b704b95
t_0098cdf00c47,c_0279ba294257 c_9cc31cfa7b43 c_e181a601f13f c_1f649b6237c0 c_a400c31d1675 c_b0561d6a8969 c_aeb679ac9bfa c_5a684aa04e95 c_49e71947af38 c_422a68186093,c_5a2db40b5e18 c_7132d077272a
t_0099e41c4505,c_99c7527fb0f0 c_220006d40b7e c_12e9c0abb69b c_dd0fb43f7ebd c_021acfc4c7d3 c_b536d19c6d5d c_c80855fa4f33 c_57ef079e6eef c_28fd4e7d2c24 c_73a339c8c4cb,c_1f8da22a7fce c_387dd63c6d58 c_54b9c543da23 c_58e4b13049f6
t_009c4e716707,c_d90f54441e2e c_16cf2089d631 c_aabe1d9692ff c_c18aa52d8e92 c_1c96970eab67 c_d3ceb1b4b804 c_7476badf4814 c_99cba8dbf61e c_1f5384a92dcc c_3d27d7dbe723,c_b3f7122baeef c_c4b815305237
t_009e393dee75,c_d19c941a3515 c_81c5a6443260 c_5cf913bc60e4 c_629f15c73d77 c_a0c550b4a04e c_5004fac9c9de c_6b0e3788770f c_6d3a6b35ced0 c_61948047af18 c_71d515f06107,c_5cf913bc60e4 c_629f15c73d77 c_81c5a6443260 c_a0c550b4a04e c_d19c941a3515
t_009eb78979de,c_a3c9fb5d2893 c_6b20d20e8261 c_c47c1b176037 c_a742ff18534f c_75ff79cc2380 c_f2f69bd03993 c_49ee245f7863 c_a36398990c87 c_acf29a32b9ea c_de27a425623a,c_0ee4ea154562 c_a3c9fb5d2893
t_00a2b86f7630,c_b6994dabea69 c_9016f4f0a986 c_f5eff78dc60f c_7f53493920d9 c_888918e86efd c_9796bc789699 c_18d8135cca09 c_913f615971d4 c_79d85828a93d c_9ea7af979958,c_2d624eecde61 c_46a7a2131812 c_6f898f6d9b37 c_9016f4f0a986 c_b6994dabea69 c_f5eff78dc60f
t_00a2f8c04ab1,c_fade9671a725 c_728909076fb0 c_1c126e09a4e1 c_8ba4b2397841 c_f2427ee98f06 c_2b7e9e698c8a c_0336cb159367 c_51f29dc64d74 c_f9ca53f57568 c_d5ac290635a1,c_f2427ee98f06 c_fade9671a725
t_00a330e72624,c_2d96c4a583e6 c_e6c376b03345 c_d8f583e07ee2 c_10f19a1475d2 c_55e12e3b8f6b c_7e1e3bb8d824 c_f847f385a6b9 c_fb08b8c1cd64 c_a0ed6cf0fe13 c_b1d7953f650a,c_00c173c2c73e c_04c68c5cb8db c_0d7dd8729529 c_2d96c4a583e6 c_86c10c55b845 c_8d9aa361488d c_d373892a2d5a c_d8f583e07ee2 c_e6c376b03345 c_f847f385a6b9
t_00a359800215,c_f535cd68f194 c_b2039c087f13 c_1f4aa99c0425 c_5e2816719e7a c_07f6b3818fb1 c_0b3056a597b4 c_130041ab98f1 c_5f64bae6f7ad c_ba5bd64455a8 c_cae3995a0a57,c_1fa80a2d9f51 c_3f803f823b93 c_48ce22a7ab67 c_7066c9810cdc
t_00a35addffff,c_cf4e4f9c9278 c_a16fe410b3db c_61396227122c c_9ada23a1f331 c_5c287eb9ff7c c_8c6dd16bd76a c_ac223243752b c_5fa2a5733f6e c_0fc131c9b26c c_26950ddcec13,c_61396227122c
t_00a4d54cb32e,c_e6d889dfb616 c_6bd10cf8f573 c_39e14704ec9c c_ae3efa78d385 c_241103dc698f c_781a4cf05e07 c_b7c26bf34b17 c_a1278f7456e9 c_91d8f3ee8b8c c_e8df4ddc91c0,c_2a36c788ffd9 c_3ace278bcfc2 c_95fcc9bb4d83 c_acd30f6f6749 c_d6868036a69f
t_00a59b716424,c_0e168c320b5e c_0fb1cd2ec1f0 c_1bb899856d8f c_36fbf1da04ab c_44a85465d08e c_62bc58b722d5 c_7e39e5fe4f86 c_83bf1d644ae6 c_86b19cdec6b1 c_c60634461180,c_7cfc73792b91 c_e8b4bddfd51e
t_00a6310aafd4,c_0e8689cb6c22 c_6165aa5ab8a1 c_e6c64e96c072 c_e380c62d8b94 c_b79c0dae1181 c_aef3475fab9d c_ff737236447d c_63512ed8b665 c_0ad41e30697d c_925d51895223,c_189e37cc1622 c_388cc9cc4496 c_e380c62d8b94
t_00a899ec2a51,c_6e803be21844 c_32132b7630f8 c_a2d2518b29f0 c_1d3a0ea53062 c_934a417ef4ee c_469528e97037 c_6ad8fa81fd87 c_ca03a97acf0a c_810c1663d5cb c_ccb588d012ed,c_6e803be21844 c_97201e935701
t_00a9120534e1,c_1acf0c5cc382 c_15f4779616a9 c_9a4178717dc1 c_fa273194996c c_9afaf49c3710 c_acc14a0f0ca8 c_1d9a3feddc04 c_87c8ba68fe29 c_8fe1b0d24cb1 c_0487dfd7357e,c_15f4779616a9 c_1acf0c5cc382 c_a67b801af2ab c_c41e705df032 c_e76386f402cd c_efa562b9aeac c_fa273194996c
t_00a92c034243,c_b7b7556c4bcc c_6c084b32cf53 c_ce175eb3c82a c_5dc6d85a11bd c_7bdc11681f73 c_a60ef1b53773 c_5acb994ff2f9 c_2f8ac36c76b1 c_e870393b6918 c_72be3da59c26,c_5dc6d85a11bd c_6c084b32cf53 c_6e78d882fe6f c_b7b7556c4bcc c_ce175eb3c82a
t_00ab67619ee4,c_208942282a5c c_c7d1a39a2194 c_c82faa38e9fd c_a5b21ddf8062 c_eb5f84ae94d6 c_dc0f3c5ce987 c_6f536cd22aee c_3e78d10c7def c_c1863027dd6e c_babf5bfad5b1,c_455efd589b42 c_9385656cbd7b c_c79e403fc866
t_00ab80eb979e,c_d9dd487f8596 c_f91052dffa8f c_8a800abd22b3 c_363f4fdcec13 c_66e2b575fc84 c_34c500b8e6df c_714a7f13b9a4 c_260e7227fc7a c_ca77b8530954 c_24167575bfeb,c_406170585979 c_d9dd487f8596
t_00b06dd38f16,c_aaa2f6361243 c_4b0445f5cdba c_54b488826b54 c_c684908ba355 c_152d81227dbd c_0eefd5d7353f c_72f87919d1b6 c_b5e8db52acf5 c_2b031be2bf8e c_57d927c1c217,c_51818e578573 c_521bb2b3574b c_563d586ba874 c_663fbf6ac4c6 c_7d17a621417d c_b91700405c1e c_d87d9e5b1b9a
t_00b0912127f5,c_62d66e332ef6 c_11bcca62cd71 c_e3d88bfd6dd2 c_bc069d04baa4 c_38ac5daa8926 c_39607a7cbb9a c_edf563a6166b c_987591b0fa31 c_39f03d9fad36 c_366af19d7744,c_366af19d7744 c_62d66e332ef6 c_d9a7b80fc261 c_e3d88bfd6dd2 c_ee1c67bc9d0a
t_00b15ba128e5,c_6511e9dd9c6a c_1be5e87ad0da c_ec3bdb6a1a17 c_a3c1d0b99267 c_a96337046997 c_81c30c5a317f c_423a0f46b46e c_e73373147458 c_00c959157882 c_6e4fd6c70af1,c_0e27e139d3bb c_1be5e87ad0da c_389c056089d7 c_558211401d38 c_81dc60440349 c_a1a53be09416 c_b73a7f1f0115 c_bae619424d23 c_ec3bdb6a1a17
t_00b16d1ade2b,c_0fe788895619 c_ad9ad424a3f5 c_dd7161364eb7 c_5073840ef766 c_eb4de86ef71e c_1a384c138d1c c_70da9fa71686 c_10ffc127813d c_983624389aa9 c_3efcb0352a2b,c_2d39837e0b2a c_dd7161364eb7 c_e71fb91ade3d c_eb4de86ef71e c_f148c61b68ed
t_00b2345deb5a,c_225273a6681a c_89d8b28f7766 c_7cf8df102316 c_58f100449d44 c_beec0cdeb51d c_8d11839c0566 c_8204206e4a4a c_a572e41d9580 c_a656d41191fc c_91c6899d5498,c_225273a6681a c_7cf8df102316 c_91c6899d5498 c_fc707c226676
t_00b3e6fd5a84,c_09dbf78e54db c_003f011602f0 c_4c3af2dbd23b c_e19cefbf01f9 c_266d06422443 c_4e3fa9f60b37 c_fb59bac0f554 c_22d76f325326 c_733160d10877 c_7cbc4f18dd16,c_02f485855df8 c_03f3e79a505c c_0b5f094b4bc9 c_0b85a121860f c_0fb8064ace35 c_14ab34156190 c_297578e984a8 c_5a926672cb81 c_620ce8b118e4 c_684d7b349b1c c_6fa4a78237d0 c_9622c3c15283 c_a94833d049f9 c_acfad7ec7e4a c_b9cc6567a903 c_c8ffd3846ad4 c_d76c642df391 c_f30fa51fbf18
t_00b4307f2381,c_f0ed27f6cc16 c_49f20f7ff9f9 c_acff4b2d42d6 c_90c758d5a233 c_0a5f5359d53f c_7bdc94a7f723 c_6e5e852ad9d6 c_c0047e6f67e7 c_c8eeab98047f c_dc1a66b9d2fc,c_a0b6bb5fdda6 c_f0ed27f6cc16 c_f3c500fa78e6
t_00b4740101ae,c_819f47e4a451 c_443096c2874e c_0e8bcce7a095 c_3bca5350d8ef c_619b93bbfaf2 c_4ab902fdb9e7 c_13ebd2310b34 c_add7faa8b560 c_954182e26c7b c_4f09f84ccd47,c_3a73709bb0f4 c_4e6a75b65c39 c_660f9277e84b c_819f47e4a451
t_00b6a0c5b0eb,c_c643a8852a50 c_4ff8a7b37cdc c_491047a4a4da c_e72e3f1741b6 c_c3e7eef07cd5 c_2a306a47f525 c_94e644126276 c_86e17c92cd46 c_e96c40959f39 c_e8083500af45,c_0780de41918b c_56250e89747b c_792f2623e8e1
t_00b7382fc0f0,c_256e0d19edc2 c_e885a0380bde c_cf6e1d291464 c_f28b681beb85 c_d6fc95de91e2 c_20702be19b5c c_ef4eda8440c0 c_0049ec52df12 c_5b7350929df9 c_a5dcb1b90688,c_33e110abe89f
t_00b772384338,c_6d323bad98f7 c_91e475f9ade5 c_46b21e4ba724 c_723a4d1fbb7f c_7a5f9f5b3b86 c_725cef922dad c_69114e32f989 c_2e12964c1ac9 c_eb088a9470a9 c_4a2aaa06512f,c_6d323bad98f7 c_87aa61f6f67a
t_00b7fbd28b58,c_6cff2b529617 c_b69cd7d24dc8 c_7e1a1f6cc1ec c_a6a60a326e82 c_b0e6a0891cea c_ba6c67db5575 c_c60cde44c7a9 c_e90f422f47d8 c_fb66f782418b c_ff3ea138585c,c_00ab79ea197b c_0f78a7964ceb c_f18031e9a4a6 c_ff3ea138585c
t_00b8566edbfb,c_84cb8a590691 c_c2d71cce6d32 c_5b24355d3f80 c_9e93a0ad88cf c_0459386162ad c_a456b1e620d4 c_bcfb06c626d4 c_4566283194c3 c_25ba460406cf c_ae0642fcf55f,c_710d2e1a3ecd c_84cb8a590691 c_96187a39c466 c_c2d71cce6d32 c_d3d5f4d1e55e
t_00b952d6ee58,c_56f7efd01e77 c_ed6aff2be485 c_4de43f65f9ae c_f0d58a471af5 c_c8bcd28370ca c_a3ac24966e71 c_406379ea193f c_2093dab3363c c_9be4d11054f3 c_e29c504d0183,c_1592a466d93d c_2a85fcddf7a4 c_351c2acbd8fb c_351cad829fec c_596aa1e44c90 c_68b9b71d81ce c_a3ac24966e71 c_bfdf6b0dc778 c_ecd3713c88d3
t_00b9ed43d07d,c_7a14fc1fff02 c_4efded5760ba c_0f51e0e12d52 c_a6d421c4b978 c_7717b40cbda6 c_9c3b98336801 c_641e3347fa7a c_ea23a1d8e4d5 c_e57aabcd1933 c_66826218468f,c_0f51e0e12d52 c_9c3b98336801
t_00ba727a7af0,c_046beddf87a3 c_0d9646021904 c_1ed4d9b22065 c_38142b605a8b c_5456879fd27a c_77a1db2d0c92 c_97f2abe72d7a c_b5add060d65d c_e6e3e65e94ac c_ef1b30ee338f,c_0fe0b60b3106
t_00baad57b2bc,c_a4026aa7f4bd c_881ededf5d2d c_07611651972a c_f80e93e5a2ec c_28d19594c630 c_fa752ba7804c c_77d299a55be2 c_2b985d26d0a5 c_f235cda7284f c_b2946d39dda6,c_881ededf5d2d c_aa5c1c4785f8
t_00bb34da8081,c_7548aae375b4 c_fb961bf638cf c_85e01e7475c6 c_c7c9e77e79b4 c_8f8618adf95c c_cc3e3e9f57e8 c_0c3f850032aa c_e069ad5e5a50 c_fc4d84790080 c_a8456804432c,c_3b46abe35cfb c_dd5d5a1092cd c_e069ad5e5a50 c_fcd515803e20
t_00bb398c84a1,c_1848d830fcbe c_d2cf189bb4ac c_ebf2fbdbd6f1 c_a342afd78ae2 c_9d30cffe9a53 c_f8875cb56830 c_7971ba5f03c4 c_41b8fce506db c_e6deab18c78a c_ead046858997,c_7d0f4a4b8cec
t_00bb52169632,c_729a72515700 c_cfd1d3d279b9 c_ae4d2cdeeb5b c_100d2bf515ac c_b3ca28374b97 c_2f466dc0bc60 c_d8d83c72a283 c_7a656c9cd793 c_8b8d48ea0f41 c_730508a13045,c_6930f49d6f0b c_729a72515700
t_00bc58d47750,c_bc065c929d79 c_c505cf5344a5 c_616e1278887c c_a9f9fbe7b4a4 c_26f1d4a89e03 c_8328944d9f7b c_054d4486b594 c_adc8b33caf1e c_19a00a46f9a6 c_ab81fdf2657a,c_a525d5ed4768 c_a61432330776 c_b3e46548b1b0 c_bc065c929d79 c_c505cf5344a5 c_f372463f996a
t_00be4fc9dc28,c_000f7fcdaacc c_e2c11b68b344 c_937b450b81bc c_fc81f72acad2 c_2a39fe874deb c_56bf32f12e1e c_874577ed8fa7 c_8ace963df2f5 c_d98b6070f86c c_6c5b14e97699,c_dbe860f0bb9a
t_00be59f83c7d,c_9250fc64c147 c_01e7618cd189 c_c919bb5cd00f c_4eb3b82bedff c_572bf46b2284 c_a0c5d7c9fde6 c_04b7e206a3eb c_39b04548454b c_8b553f3813b3 c_bb9e1de1b458,c_327860cc77e1 c_a8f964da4fcf c_c1ebc5b1fc0d
t_00bf5c84e8c4,c_3db9c784d78c c_f7be6e887d9d c_a59bece428e1 c_ddcf587856cb c_7b7c3bf8d7a9 c_1ed55404b1c6 c_bc1a28ca372a c_9d1b578bd2a1 c_1a4fcb0938c1 c_c7f5b45331bf,c_7b7c3bf8d7a9 c_9d1b578bd2a1 c_a59bece428e1 c_abdcf7a41a6a c_bc1a28ca372a
t_00c08636699d,c_17a01eaa9f1a c_b93e908e5620 c_53d4b1151040 c_bb7261e77e83 c_3cf03ed008fd c_5f10e9118b4c c_a094f85cc981 c_87259a05bd8b c_5ac2990e8ce8 c_3e710d41344b,c_17a01eaa9f1a c_317bb16e926b c_321ec062b0d0 c_3cf03ed008fd c_53d4b1151040 c_5e3fc61ced83 c_5f10e9118b4c c_5f3b7e8aa3c7 c_a094f85cc981 c_b93e908e5620 c_bd0d626d0939 c_cf5ebba0069b c_e6f602b7d565
